Symbol,replaced_SMILES,CXSMILES,Monomer_Type,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
DPVA-pip,CC(C)[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H](N)CC(=O)O)C(=O)N[C@@H](C)C(=O)N1CCCCC1,"*N[C@@H](CC(=O)[*:3])C(=O)N1CCC[C@H]1C(=O)N[C@H](C(=O)N[C@@H](C)C(=O)N1CCCCC1)C(C)C |$_R1;;;;;;_R4;;;;;;;;;;;;;;;;;;;;;;;;;;;$,atomProp:6.molAtomMapNumber.3|",Terminal,12.973983070500928,-1.2344966860483984,12.973983070500928,0.14179120839744885,0.3530629903448362,467.5670000000003,430.27100000000024,467.27438390400005,186.0,0.0,0.3049644639067509,-0.48117621543706496,0.48117621543706496,0.3049644639067509,0.9393939393939394,1.5757575757575757,2.1515151515151514,16.36562363316648,10.01492836741976,2.3843265577779147,-2.3122227290129636,2.1951184984550602,-2.582765393877454,5.952226300222811,-0.14409946535813778,1.9968812976787835,751.5584373380171,24.706377823327532,19.710944884635875,19.710944884635875,15.522652263201557,11.699141560532693,11.699141560532693,9.240512388160553,9.240512388160553,6.194082890327522,6.194082890327522,4.328982173713857,4.328982173713857,-2.69,14021142.227818143,26.561429105367136,11.964431211625726,7.145817193935359,193.95249978015028,31.273591541716506,18.12552248744388,0.0,23.628718917406022,0.0,5.969305287951849,23.97268592035911,0.0,0.0,0.0,13.847474399381248,44.94575136048206,19.634269217737724,12.462662452073971,29.079213315199812,29.59802420535787,0.0,20.433396669713616,11.651573523323577,83.46350465321977,19.634269217737724,0.0,0.0,0.0,16.367244685174846,0.0,0.0,0.0,88.30600359622912,23.97268592035911,5.917906046161393,59.296141336627926,0.0,0.0,0.0,0.0,162.14000000000001,54.279029415524214,23.97268592035911,0.0,11.8250857755129,32.475912463589744,19.26246486877803,4.899909730850478,25.67112132992235,0.0,10.633577208012662,10.84019487200289,0.0,0.0,65.00447968609579,14.321559711250742,5.69890227586409,-3.1463118122289417,-3.6599808758189276,3.4328474279977925,6.848503586839453,0.0,0.7727272727272727,33.0,5.0,11.0,0.0,2.0,2.0,0.0,0.0,0.0,6.0,4.0,11.0,9.0,0.0,2.0,2.0,2.0,-0.5625999999999953,119.76760000000007,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,4.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DSarA-pip,C[C@H](NC(=O)CN(C)C(=O)[C@@H](N)CC(=O)O)C(=O)N1CCCCC1,"*N[C@@H](CC(=O)[*:3])C(=O)N(C)CC(=O)N[C@@H](C)C(=O)N1CCCCC1 |$_R1;;;;;;_R4;;;;;;;;;;;;;;;;;;$,atomProp:6.molAtomMapNumber.3|",Terminal,12.228136984234567,-1.201198750977791,12.228136984234567,0.13925168462956994,0.5301142947937052,342.3960000000002,316.18800000000005,342.190319932,136.0,0.0,0.30496446097553576,-0.4811762154448036,0.4811762154448036,0.30496446097553576,1.2083333333333333,1.7916666666666667,2.3333333333333335,16.36556591328908,10.108639892910231,2.2549528840155966,-2.294039371536035,2.0948355932791567,-2.515530532431175,5.9141018983148985,-0.14236812661448056,2.4439538149460973,490.2560830488254,18.275656403009386,14.15643222423004,14.15643222423004,11.218121810561245,8.025277945685945,8.025277945685945,6.0738034965518315,6.0738034965518315,3.8843876896687246,3.8843876896687246,2.5888610582378067,2.5888610582378067,-2.1599999999999997,125958.3752265498,19.885787545787547,9.212625405199491,6.149541773552636,140.69235184925142,25.956802937710176,6.041840829147961,0.0,17.721539188054518,0.0,5.969305287951849,19.178148736287287,0.0,0.0,0.0,0.0,26.186202068468653,20.13718479450234,19.007418857986547,24.28467613112799,23.690844476006365,0.0,15.116608065707286,5.733667477162185,44.69070534969059,26.681941200414915,0.0,0.0,0.0,11.050456081168516,0.0,0.0,0.0,77.36281419125886,19.178148736287287,0.0,32.60702369139466,0.0,0.0,0.0,0.0,133.04000000000002,36.288168027876786,19.178148736287287,0.0,12.45193613526408,13.08951281182515,24.162374599628507,7.04767198267719,11.823646930541102,0.0,5.316788604006331,10.84019487200289,0.0,0.0,49.40142752948829,11.189405841230371,5.477241651687484,-2.455690087722428,-1.8754625506334563,2.5266759188962684,2.707882497898454,1.361852532488355,0.7333333333333333,24.0,4.0,9.0,0.0,1.0,1.0,0.0,0.0,0.0,5.0,3.0,9.0,7.0,0.0,1.0,1.0,1.0,-1.2359999999999969,85.90090000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hph,N[C@@H](CCc1ccccc1)C(=O)O,[*]N[C@@H](CCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;_R2;$|,Backbone,10.49483781,-0.013698035,10.49483781,0.013698035,0.688834587,177.247,162.127,177.1153641,70,0,0.136397055,-0.31078356,0.31078356,0.136397055,1.384615385,2.076923077,2.615384615,16.13019015,10.06602993,2.023670897,-2.072639623,2.030029465,-2.264405025,5.568537927,-0.109105658,2.381347479,245.5270085,9.518661569,7.863913737,7.863913737,6.363703305,4.530196012,4.530196012,3.055524665,3.055524665,2.121898836,2.121898836,1.247266352,1.247266352,-1.15,1095.774718,9.934388186,5.487855309,3.382655316,78.96749798,10.11132579,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534,25.45276672,0.0,6.041840829,4.794537184,6.286160523,0.0,5.316788604,0.0,18.88348407,7.047671983,35.89528683,0,0.0,5.316788604,0.0,0.0,0.0,19.37567333,11.21535881,0.0,11.98427311,30.33183534,0.0,0.0,0,29.1,0.0,4.794537184,0,6.041840829,0.0,19.12780377,5.563451492,0.0,25.24677319,17.44952274,0.0,0.0,0.0,10.49483781,2.953915108,1.282037037,0.0,10.18379338,2.775833333,0.0,1.809583333,0.363636364,13,1,2,0,0,0,1,0,1,2,1,2,5,0,0,0,1,1.4061,53.6747,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nva(Ph),N[C@@H](CCCc1ccccc1)C(=O)O,[*]N[C@@H](CCCc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;;;_R2;$|,Backbone,10.51595773,0.012696523,10.51595773,0.012696523,0.694572568,191.274,174.138,191.1310142,76,0,0.136385166,-0.31079312,0.31079312,0.136385166,1.357142857,2.071428571,2.642857143,16.13019047,10.05671852,2.020852364,-2.073549352,2.049495379,-2.258899103,5.567082808,-0.109141417,2.245535464,258.2840562,10.22576835,8.571020518,8.571020518,6.863703305,5.030196012,5.030196012,3.409078055,3.409078055,2.35846211,2.35846211,1.451196989,1.451196989,-1.15,1807.173368,10.92782101,6.325937829,3.707681233,85.33244009,10.11132579,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534,31.87358834,0.0,6.041840829,4.794537184,6.286160523,0.0,5.316788604,0.0,25.3043057,7.047671983,35.89528683,0,0.0,5.316788604,0.0,0.0,0.0,19.37567333,11.21535881,0.0,18.40509474,30.33183534,0.0,0.0,0,29.1,0.0,4.794537184,0,6.041840829,0.0,25.54862539,5.563451492,0.0,25.24677319,17.44952274,0.0,0.0,0.0,10.51595773,2.969937484,1.340974112,0.0,10.36500425,3.987110733,0.0,1.821015684,0.416666667,14,1,2,0,0,0,1,0,1,2,1,2,6,0,0,0,1,1.7962,58.2917,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me_Phe(3-Cl),CN[C@@H](Cc1cccc(Cl)c1)C(=O)O,CN([*])[C@@H](Cc1cccc(Cl)c1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,10.76113898,-0.075493827,10.76113898,0.075493827,0.710637857,211.692,197.58,211.0763917,76,0,0.13693604,-0.301613352,0.301613352,0.13693604,1.5,2.214285714,2.714285714,35.49569103,10.06781516,2.098301551,-2.176791038,2.123580045,-2.307817728,6.301492787,-0.111111623,2.715115773,311.9107706,10.55204176,8.404634755,9.160563701,6.630228955,4.493812797,4.87177727,3.501086433,3.937522213,2.154242959,2.389340062,1.257832471,1.470717521,-0.86,1274.815304,11.2161035,5.128229271,3.126635351,89.48073569,4.794537184,6.286160523,0.0,0.0,0.0,0.0,4.899909731,0.0,0.0,0.0,23.73367403,38.21235122,5.022633314,6.041840829,4.794537184,17.88710041,0.0,4.899909731,0.0,12.46266245,14.09534397,34.85155308,0,0.0,0.0,0.0,0.0,11.60093989,31.32325505,11.21535881,0.0,5.563451492,24.26546827,5.022633314,0.0,0,20.31,0.0,4.794537184,0,6.041840829,11.44345494,11.84961201,0.0,0.0,43.26072197,0.0,11.60093989,0.0,5.849130763,12.6578699,0.71380102,1.086388889,0.0,7.520991591,1.664647581,0.0,3.784948035,0.363636364,14,0,2,0,0,0,1,0,1,2,0,3,4,0,0,0,1,2.0116,58.695,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Phe(4-CF3),N[C@@H](Cc1ccc(C(F)(F)F)cc1)C(=O)O,FC(F)(F)c1ccc(C[C@H](N[*])C([*])=O)cc1 |$;;;;;;;;;;;_R1;;_R2;;;$|,Backbone,12.24592467,-4.313892038,12.24592467,0.364132653,0.803235709,231.217,219.121,231.0870987,88,0,0.415909837,-0.310518303,0.415909837,0.310518303,1.3125,1.875,2.25,19.41317175,10.04920831,2.294116091,-2.101702118,2.286177285,-2.283374279,5.578346079,-0.137168549,2.752966804,345.2424621,12.18179828,8.713350106,8.713350106,7.468875021,4.757826324,4.757826324,3.43005761,3.43005761,2.27193531,2.27193531,1.301960535,1.301960535,-1.36,3024.597794,12.70830601,5.115512289,3.341182435,91.46410418,10.11132579,6.286160523,0.0,0.0,0.0,6.176298517,0.0,0.0,13.17124514,0.0,12.13273414,31.16467923,0.0,11.60529232,17.96578233,6.286160523,0.0,5.316788604,0.0,18.63896097,7.047671983,35.39237126,0,0.0,5.316788604,13.17124514,0.0,0.0,19.37567333,17.39165732,0.0,11.12690298,24.26546827,0.0,0.0,0,29.1,11.73975001,17.96578233,0,6.041840829,11.98427311,18.41889466,12.13273414,7.047671983,0.0,5.316788604,0.0,36.737774,0.0,10.52414336,2.754778793,0.016491402,0.0,4.448406085,-3.193051973,0.0,1.628125,0.363636364,16,1,2,0,0,0,1,0,1,2,1,5,4,0,0,0,1,2.0348,54.0597,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mono9-pip,C=C(CCC(=O)O)c1ccc(C[C@H](N)C(=O)N2CCCCC2)cc1,"*N[C@@H](Cc1ccc(C(=C)CCC(=O)[*:3])cc1)C(=O)N1CCCCC1 |$_R1;;;;;;;;;;;;;;_R4;;;;;;;;;;$,atomProp:14.molAtomMapNumber.3|",Terminal,12.357824737047874,-0.824102953149185,12.357824737047874,0.03207818930041206,0.8041568704853489,330.42800000000017,304.22,330.194342692,130.0,0.0,0.303177767507967,-0.4812219343837315,0.4812219343837315,0.303177767507967,1.125,1.75,2.3333333333333335,16.365177463526628,9.983853363909416,2.2214675499725764,-2.2873482760753907,2.1900099905946107,-2.464199235739676,5.817217138358674,-0.13659335159026387,1.8906317472389633,589.1343929401623,17.52673325856595,14.03898641774433,14.03898641774433,11.46923425058676,8.50375494380852,8.50375494380852,6.39077857543681,6.39077857543681,4.443375061386417,4.443375061386417,2.968736256441531,2.968736256441531,-2.1399999999999997,229201.61885023426,18.202301919171738,8.639347619273629,5.199384787771712,142.69721874043907,15.740104602853368,0.0,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,30.844403957444936,48.804115628093314,19.51033443475116,6.041840829147961,14.69560176298435,17.44958954737262,0.0,4.899909730850478,5.733667477162185,44.56677056670402,13.08951281182515,41.97130694083893,0.0,0.0,5.733667477162185,0.0,0.0,0.0,41.01427578396765,16.00989599106965,0.0,43.23101109802404,30.844403957444936,0.0,5.573104530069267,0.0,83.63000000000001,12.011146117099809,9.589074368143644,0.0,12.328001352277514,12.841643245852019,42.631163571140426,6.4208216229260096,0.0,29.16537800469692,6.578935683598497,10.84019487200289,0.0,0.0,24.842994441543574,8.72106945399985,8.817511861685293,-0.792024763848773,7.1888375806526055,4.331466859758325,5.556811232875793,0.0,0.47368421052631576,24.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,7.0,0.0,1.0,1.0,2.0,2.4469000000000003,94.45620000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mono10-pip,C=C(CCC(=O)O)c1cccc(C[C@H](N)C(=O)N2CCCCC2)c1,"*N[C@@H](Cc1cccc(C(=C)CCC(=O)[*:3])c1)C(=O)N1CCCCC1 |$_R1;;;;;;;;;;;;;;;_R4;;;;;;;;;$,atomProp:15.molAtomMapNumber.3|",Terminal,12.416805624530191,-0.8319860758018776,12.416805624530191,0.018339621954791996,0.8041568704853489,330.4280000000001,304.22,330.194342692,130.0,0.0,0.30317776751331293,-0.4812219343837247,0.4812219343837247,0.30317776751331293,1.2083333333333333,1.9166666666666667,2.5833333333333335,16.365177525802682,9.972189847074995,2.2229617067670673,-2.2877156970276658,2.1983586222127536,-2.464294732867414,5.817888810116496,-0.1365975183491082,1.9610208037063392,606.3843929401625,17.52673325856595,14.03898641774433,14.03898641774433,11.46923425058676,8.50375494380852,8.50375494380852,6.394232899130759,6.394232899130759,4.416421454119995,4.416421454119995,3.0104240909335243,3.0104240909335243,-2.1399999999999997,226705.1920606999,18.202301919171738,8.639347619273629,5.199384787771712,142.69721874043904,15.740104602853368,0.0,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,30.84440395744494,48.804115628093314,19.51033443475116,6.041840829147961,14.69560176298435,17.44958954737262,0.0,4.899909730850478,5.733667477162185,44.56677056670402,13.08951281182515,41.97130694083893,0.0,0.0,5.733667477162185,0.0,0.0,0.0,41.01427578396765,16.00989599106965,0.0,43.23101109802404,30.84440395744494,0.0,5.573104530069267,0.0,83.63000000000001,12.011146117099809,9.589074368143644,0.0,12.328001352277514,12.841643245852019,42.631163571140426,6.4208216229260096,0.0,29.16537800469692,6.578935683598497,10.84019487200289,0.0,0.0,24.95467776356825,8.767935573332885,8.78311516612563,-0.8136464538470856,7.1631696411219306,4.247186742973144,5.564228233391916,0.0,0.47368421052631576,24.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,7.0,0.0,1.0,1.0,2.0,2.4469000000000003,94.45620000000005,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mono11-pip,N[C@@H](Cc1ccc(CCCCCC(=O)O)cc1)C(=O)N1CCCCC1,"*N[C@@H](Cc1ccc(CCCCCC(=O)[*:3])cc1)C(=O)N1CCCCC1 |$_R1;;;;;;;;;;;;;;;_R4;;;;;;;;;;$,atomProp:15.molAtomMapNumber.3|",Terminal,12.379322305357103,-0.7224147505669729,12.379322305357103,0.07148798093107311,0.6735404066593217,346.4710000000002,316.23100000000005,346.22564282,138.0,0.0,0.302839558084118,-0.4812303897811367,0.4812303897811367,0.302839558084118,1.0,1.64,2.28,16.36517299851569,10.002455555137734,2.2207123706898604,-2.2872840220150596,2.134205709871006,-2.4642047798946716,5.8162229618107135,-0.13685288159072345,1.7312005924413223,550.5646227883321,18.07070333293597,14.953199980117425,14.953199980117425,12.0585506480638,9.400201553215245,9.400201553215245,6.967458512492407,6.967458512492407,4.819614194542853,4.819614194542853,3.3141863745673845,3.3141863745673845,-1.88,403976.9930518517,19.444799441157947,10.18811348061406,6.863499274597166,149.75176388701996,15.740104602853368,0.0,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,30.68628989677245,56.07265434387607,19.51033443475116,6.041840829147961,14.69560176298435,11.876485017303356,0.0,4.899909730850478,5.733667477162185,63.82923543548206,13.08951281182515,35.392371257240434,0.0,0.0,5.733667477162185,0.0,0.0,0.0,41.01427578396765,22.43071761399566,0.0,56.07265434387607,24.26546827384644,0.0,0.0,0.0,83.63000000000001,12.011146117099809,9.589074368143644,0.0,12.328001352277514,6.4208216229260096,57.1778940410782,11.984273114623004,0.0,4.899909730850478,24.26546827384644,10.84019487200289,0.0,0.0,24.751429565849882,8.617292072657705,8.452560955862968,-0.6509267696358998,7.82049786394015,7.8278973086376995,1.6812490026874947,0.0,0.6,25.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,9.0,0.0,1.0,1.0,2.0,2.756400000000001,98.36020000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
Mono12-pip,N[C@@H](Cc1cccc(CCCCC(=O)O)c1)C(=O)N1CCCCC1,"*N[C@@H](Cc1cccc(CCCCC(=O)[*:3])c1)C(=O)N1CCCCC1 |$_R1;;;;;;;;;;;;;;;_R4;;;;;;;;;$,atomProp:15.molAtomMapNumber.3|",Terminal,12.4074142379717,-0.7444913276347818,12.4074142379717,0.057001160031914466,0.7159322705092663,332.44400000000013,304.22,332.209992756,132.0,0.0,0.30283975390354617,-0.48123038870503976,0.48123038870503976,0.30283975390354617,1.125,1.8333333333333333,2.5416666666666665,16.3651718642087,9.99410392089574,2.221723031737012,-2.287592482724354,2.1375037704255604,-2.464305961783158,5.816317740767051,-0.13684630003411985,1.835224834213501,553.2978113533885,17.363596551749424,14.246093198930877,14.246093198930877,11.5585506480638,8.900201553215245,8.900201553215245,6.617359445593082,6.617359445593082,4.5380360793792685,4.5380360793792685,3.2075297298799192,3.2075297298799192,-1.88,243263.86228717683,18.45853761329486,9.424100993105931,5.963410941205163,143.3868217726233,15.740104602853368,0.0,0.0,5.907179729351506,0.0,5.969305287951849,9.589074368143644,0.0,0.0,0.0,24.26546827384644,56.07265434387607,19.51033443475116,6.041840829147961,14.69560176298435,11.876485017303356,0.0,4.899909730850478,5.733667477162185,57.40841381255605,13.08951281182515,35.392371257240434,0.0,0.0,5.733667477162185,0.0,0.0,0.0,41.01427578396765,22.43071761399566,0.0,49.651832720950054,24.26546827384644,0.0,0.0,0.0,83.63000000000001,12.011146117099809,9.589074368143644,0.0,12.328001352277514,12.841643245852019,44.336250795226185,11.984273114623004,0.0,23.09901093623531,6.06636706846161,10.84019487200289,0.0,0.0,24.830723928400044,8.663585201039405,8.377812290690178,-0.6874901676028673,7.640284915568104,6.516055336658691,1.659028495246444,0.0,0.5789473684210527,24.0,3.0,5.0,0.0,1.0,1.0,1.0,0.0,1.0,3.0,2.0,5.0,8.0,0.0,1.0,1.0,2.0,2.3663,93.74320000000006,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
