Symbol,replaced_SMILES,CXSMILES,Monomer_Type,MaxEStateIndex,MinEStateIndex,MaxAbsEStateIndex,MinAbsEStateIndex,qed,MolWt,HeavyAtomMolWt,ExactMolWt,NumValenceElectrons,NumRadicalElectrons,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,MinAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRHI,BCUT2D_MRLOW,BalabanJ,BertzCT,Chi0,Chi0n,Chi0v,Chi1,Chi1n,Chi1v,Chi2n,Chi2v,Chi3n,Chi3v,Chi4n,Chi4v,HallKierAlpha,Ipc,Kappa1,Kappa2,Kappa3,LabuteASA,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA3,PEOE_VSA4,PEOE_VSA5,PEOE_VSA6,PEOE_VSA7,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA2,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA7,SMR_VSA8,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA2,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA6,SlogP_VSA7,SlogP_VSA8,SlogP_VSA9,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA2,EState_VSA3,EState_VSA4,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,HeavyAtomCount,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticCarbocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHDonors,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,MolMR,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_COO,fr_Ar_N,fr_Ar_NH,fr_Ar_OH,fr_COO,fr_COO2,fr_C_O,fr_C_O_noCOO,fr_C_S,fr_HOCCN,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_N_O,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_SH,fr_aldehyde,fr_alkyl_carbamate,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_amidine,fr_aniline,fr_aryl_methyl,fr_azide,fr_azo,fr_barbitur,fr_benzene,fr_benzodiazepine,fr_bicyclic,fr_diazo,fr_dihydropyridine,fr_epoxide,fr_ester,fr_ether,fr_furan,fr_guanido,fr_halogen,fr_hdrzine,fr_hdrzone,fr_imidazole,fr_imide,fr_isocyan,fr_isothiocyan,fr_ketone,fr_ketone_Topliss,fr_lactam,fr_lactone,fr_methoxy,fr_morpholine,fr_nitrile,fr_nitro,fr_nitro_arom,fr_nitro_arom_nonortho,fr_nitroso,fr_oxazole,fr_oxime,fr_para_hydroxylation,fr_phenol,fr_phenol_noOrthoHbond,fr_phos_acid,fr_phos_ester,fr_piperdine,fr_piperzine,fr_priamide,fr_prisulfonamd,fr_pyridine,fr_quatN,fr_sulfide,fr_sulfonamd,fr_sulfone,fr_term_acetylene,fr_tetrazole,fr_thiazole,fr_thiocyan,fr_thiophene,fr_unbrch_alkane,fr_urea
"Sta(3R,4R)",CC(C)C[C@@H](N)[C@H](O)CC(=O)O,CC(C)C[C@@H](N[*])[C@H](O)CC([*])=O |$;;;;;;_R1;;;;;_R2;$|,Backbone,10.1336593,-0.546388889,10.1336593,0.037222222,0.577300392,173.256,154.104,173.1415788,72,0,0.122129678,-0.3910567,0.3910567,0.122129678,1.5,2.083333333,2.416666667,16.2691438,9.978476225,2.169318304,-2.219326373,2.087287852,-2.383684001,5.497735554,-0.109446641,3.857257762,125.6969429,9.560477932,8.079076525,8.079076525,5.612590865,4.403603318,4.403603318,3.494433889,3.494433889,1.898308942,1.898308942,1.238043884,1.238043884,-0.41,335.7808645,11.59,6.144431603,4.464301061,74.16440598,15.21785318,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.8474744,19.38639965,12.46266245,6.103966388,9.901064579,6.286160523,0.0,5.316788604,5.917906046,38.83492486,7.047671983,0.0,0,0.0,5.316788604,0.0,0.0,0.0,30.58616712,4.794537184,5.917906046,26.68911765,0.0,0.0,0.0,0,49.33,6.103966388,9.901064579,0,12.46266245,5.917906046,12.70698215,0.0,7.047671983,0.0,19.164263,0.0,0.0,0.0,10.1336593,12.47314815,0.0,0.53125189,0.037222222,1.327685185,4.190416667,1.806616591,0.888888889,12,2,3,0,0,0,0,0,0,3,2,3,6,0,0,0,0,0.5704,48.9905,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mono28,C/C(=C\[C@@H](N)CC(C)C)C(=O)O,C/C(=C\[C@H](CC(C)C)N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,10.34597411,0.328888889,10.34597411,0.328888889,0.501716839,169.268,150.116,169.1466642,70,0,0.144978943,-0.313512421,0.313512421,0.144978943,1.5,2.083333333,2.416666667,16.129009,10.02159353,2.043418955,-2.13776112,2.061310982,-2.244413638,5.717256648,-0.104428488,4.065824937,161.2215146,9.560477932,8.424756148,8.424756148,5.595754113,4.406258117,4.406258117,3.55325205,3.55325205,1.746097913,1.746097913,1.13371571,1.13371571,-0.63,335.0132832,11.37,5.950021553,5.077729687,75.04551131,5.316788604,6.286160523,0.0,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,19.92349451,31.88324138,6.041840829,0.0,4.794537184,6.286160523,0.0,5.316788604,5.917906046,33.23387405,7.047671983,11.64912464,0,0.0,5.316788604,0.0,0.0,0.0,19.37567333,4.794537184,5.917906046,27.19203322,11.64912464,0.0,0.0,0,29.1,0.0,4.794537184,0,0.0,11.95974688,18.28008668,0.0,0.0,20.04742929,19.164263,0.0,0.0,0.0,10.34597411,3.163333333,0.800925926,0.651066704,0.328888889,3.943796296,6.181064815,1.918283258,0.7,12,1,2,0,0,0,0,0,0,2,1,2,5,0,0,0,0,1.7657,52.1237,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mono29,C/C(=C\[C@H](N)CC(C)C)C(=O)O,C/C(=C\[C@@H](CC(C)C)N[*])C([*])=O |$;;;;;;;;;_R1;;_R2;$|,Backbone,10.34597411,0.328888889,10.34597411,0.328888889,0.501716839,169.268,150.116,169.1466642,70,0,0.144978943,-0.313512421,0.313512421,0.144978943,1.5,2.083333333,2.416666667,16.129009,10.02159353,2.043418955,-2.13776112,2.061310982,-2.244413638,5.717256648,-0.104428488,4.065824937,161.2215146,9.560477932,8.424756148,8.424756148,5.595754113,4.406258117,4.406258117,3.55325205,3.55325205,1.746097913,1.746097913,1.13371571,1.13371571,-0.63,335.0132832,11.37,5.950021553,5.077729687,75.04551131,5.316788604,6.286160523,0.0,0.0,0.0,0.0,4.794537184,0.0,0.0,0.0,19.92349451,31.88324138,6.041840829,0.0,4.794537184,6.286160523,0.0,5.316788604,5.917906046,33.23387405,7.047671983,11.64912464,0,0.0,5.316788604,0.0,0.0,0.0,19.37567333,4.794537184,5.917906046,27.19203322,11.64912464,0.0,0.0,0,29.1,0.0,4.794537184,0,0.0,11.95974688,18.28008668,0.0,0.0,20.04742929,19.164263,0.0,0.0,0.0,10.34597411,3.163333333,0.800925926,0.651066704,0.328888889,3.943796296,6.181064815,1.918283258,0.7,12,1,2,0,0,0,0,0,0,2,1,2,5,0,0,0,0,1.7657,52.1237,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mono30,CC(C)C[C@H](N)c1nc(C(=O)O)cs1,CC(C)C[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;;_R1;;;;;_R2;;;$|,Backbone,10.47670509,0.271944444,10.47670509,0.271944444,0.761200636,212.318,196.19,212.0983341,78,0,0.168795308,-0.311000766,0.311000766,0.168795308,1.642857143,2.357142857,2.785714286,32.13348081,10.04726581,2.141740288,-2.1472618,2.229798588,-2.176672658,7.094402775,0.111469296,2.725622961,296.0670345,10.55204176,8.780218034,9.596714615,6.668233758,4.748639919,5.62829273,3.699270117,4.588951084,2.014120515,2.990760572,1.328420665,2.214629352,-0.74,1710.441642,11.33541478,5.217778855,2.887714343,88.55739346,5.316788604,10.70155169,6.286160523,0.0,0.0,0.0,4.794537184,4.983978521,0.0,11.33678588,13.8474744,19.38639965,5.38006277,6.041840829,4.794537184,17.6229464,0.0,10.30076712,5.917906046,26.31013685,7.047671983,16.08161446,0,0.0,5.316788604,0.0,0.0,11.33678588,18.31781103,0.0,5.917906046,41.80622573,5.38006277,0.0,0.0,0,41.99,0.0,4.794537184,0,6.041840829,11.61183404,17.71460584,0.0,16.71684865,7.047671983,24.14824152,0.0,0.0,1.543935185,14.71763102,6.020755858,0.53611678,0.621325113,0.271944444,1.837703137,4.3582968,1.925625,0.6,14,1,3,0,0,0,0,1,1,4,1,4,5,0,0,0,1,2.2622,58.7572,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Mono31,CC(C)[C@H](N)c1nc(C(=O)O)cs1,CC(C)[C@H](N[*])c1nc(C([*])=O)cs1 |$;;;;;_R1;;;;;_R2;;;$|,Backbone,10.42435799,0.248796296,10.42435799,0.248796296,0.750937361,198.291,184.179,198.0826841,72,0,0.16879531,-0.310797257,0.310797257,0.16879531,1.615384615,2.307692308,2.692307692,32.13348076,10.06103694,2.162223616,-2.163003405,2.232717495,-2.209831512,7.094433289,0.111462277,2.845856783,282.8969983,9.844934983,8.073111253,8.889607834,6.18507051,4.265476672,5.145129483,3.238822985,4.128503952,1.904179476,2.850235631,1.2396306,2.284122144,-0.74,1045.899239,10.34156607,4.483240424,2.352239193,82.19245134,5.316788604,10.70155169,6.286160523,0.0,0.0,0.0,4.794537184,4.983978521,0.0,11.33678588,13.8474744,12.96557803,5.38006277,6.041840829,4.794537184,17.6229464,0.0,10.30076712,5.917906046,19.88931523,7.047671983,16.08161446,0,0.0,5.316788604,0.0,0.0,11.33678588,18.31781103,0.0,5.917906046,35.3854041,5.38006277,0.0,0.0,0,41.99,0.0,4.794537184,0,6.041840829,11.61183404,11.29378422,11.33678588,5.38006277,7.047671983,24.14824152,0.0,0.0,1.530277778,14.63347836,5.959691043,0.528611111,0.482085223,0.248796296,0.784768519,4.25625,1.909375,0.555555556,13,1,3,0,0,0,0,1,1,4,1,4,4,0,0,0,1,1.8721,54.1402,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Me_dW,CN[C@H](Cc1c[nH]c2ccccc12)C(=O)O,CN([*])[C@H](Cc1c[nH]c2ccccc12)C([*])=O |$;;_R1;;;;;;;;;;;;;_R2;$|,Backbone,10.95694948,-0.056290627,10.95694948,0.056290627,0.791557879,216.284,200.156,216.1262631,84,0,0.136937429,-0.360888817,0.360888817,0.136937429,1.375,2.125,2.8125,16.13048104,10.05495085,2.126811556,-2.171638486,2.189043151,-2.30730191,5.830710852,-0.111102866,2.300559068,487.3931804,11.5436056,9.604020551,9.604020551,7.719545353,5.388163894,5.388163894,4.230663253,4.230663253,2.92434503,2.92434503,1.878215181,1.878215181,-1.61,6394.11045,10.89292989,4.492640011,1.994288429,95.06829441,9.778515705,6.286160523,0.0,0.0,0.0,0.0,4.899909731,0.0,0.0,0.0,18.19910121,32.14598415,17.0997685,6.041840829,4.794537184,17.18908546,0.0,9.883888252,0.0,12.46266245,14.09534397,36.02576334,0,0.0,0.0,0.0,0.0,0.0,36.30723357,11.21535881,0.0,5.563451492,30.46231185,0.0,10.90292493,0,36.1,0.0,4.794537184,0,6.041840829,0.0,18.22368286,10.94967571,0.0,43.39119847,11.05034559,0.0,0.0,0.0,16.11829869,1.204814815,2.321578798,0.0,8.096601159,3.743009259,0.0,3.849030612,0.307692308,16,1,3,0,0,0,1,1,2,2,1,3,4,0,0,0,2,1.8395,65.5417,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me_dK,CN[C@H](CCCCN)C(=O)O,CN([*])[C@H](CCCCN)C([*])=O |$;;_R1;;;;;;;;_R2;$|,Backbone,10.46777731,0.07087963,10.46777731,0.07087963,0.444853638,158.245,140.101,158.1419132,66,0,0.136594479,-0.330473494,0.330473494,0.136594479,1.454545455,2.090909091,2.454545455,16.13047113,10.114248,2.072322282,-2.169987505,2.01596136,-2.287162934,5.567261006,-0.111361491,3.439910208,104.2651805,8.690234444,7.415939818,7.415939818,5.218744015,4.038158255,4.038158255,2.951498834,2.951498834,1.774388277,1.774388277,0.945769753,0.945769753,-0.41,232.8540862,10.59,6.309762528,4.92617957,68.5550923,15.42811439,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.420821623,33.48174362,0.0,6.041840829,4.794537184,6.286160523,0.0,4.899909731,5.733667477,25.3043057,20.64010037,0.0,0,0.0,5.733667477,0.0,0.0,0.0,37.86801145,4.794537184,0.0,19.26246487,0.0,0.0,0.0,0,46.33,0.0,4.794537184,0,6.041840829,0.0,32.0933818,0.0,0.0,18.9952537,0.0,5.733667477,0.0,0.0,12.40182209,0.0,5.330359505,0.0,0.07087963,3.972702192,0.721235828,3.836334089,0.875,11,2,3,0,0,0,0,0,0,3,1,3,6,0,0,0,0,0.2445,46.4444,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
dT,C[C@H](O)[C@@H](N)C(=O)O,C[C@H](O)[C@@H](N[*])C([*])=O |$;;;;;_R1;;_R2;$|,Backbone,9.955046296,-0.599537037,9.955046296,0.421296296,0.473489231,117.148,106.06,117.0789786,48,0,0.139027502,-0.391329162,0.391329162,0.139027502,1.75,2.25,2.25,16.26835322,10.20228381,2.081344742,-2.095867108,1.840286333,-2.363086102,5.577631688,-0.111013291,3.511707407,72.82892142,6.568914101,5.087512694,5.087512694,3.718744015,2.526593221,2.526593221,1.691144743,1.691144743,0.999660787,0.999660787,0.422947486,0.422947486,-0.41,47.19725257,7.59,3.574583765,2.044342358,48.70463752,15.21785318,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.97140918,0.0,12.14580722,9.901064579,6.286160523,0.0,5.316788604,0.0,19.06954442,7.047671983,0.0,0,0.0,5.316788604,0.0,0.0,0.0,30.58616712,4.794537184,0.0,6.9237372,0.0,0.0,0.0,0,49.33,12.14580722,4.794537184,0,0.0,6.286160523,0.0,0.0,13.97140918,0.0,5.316788604,5.106527395,0.0,0.0,9.955046296,11.35148148,0.0,0.0,-0.421296296,0.085648148,1.565046296,1.630740741,0.8,8,2,3,0,0,0,0,0,0,3,2,3,3,0,0,0,0,-0.8459,30.5925,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dF,N[C@H](Cc1ccccc1)C(=O)O,[*]N[C@H](Cc1ccccc1)C([*])=O |$_R1;;;;;;;;;;;_R2;$|,Backbone,10.47794737,-0.062592593,10.47794737,0.062592593,0.671232567,163.22,150.116,163.099714,64,0,0.136726295,-0.310518303,0.310518303,0.136726295,1.416666667,2.083333333,2.583333333,16.13019186,10.07938892,2.028684294,-2.071190989,2.005261449,-2.282399267,5.577582181,-0.108969186,2.564249503,232.8537122,8.811554788,7.156806956,7.156806956,5.863703305,4.030196012,4.030196012,2.720973675,2.720973675,1.833497364,1.833497364,1.086243205,1.086243205,-1.15,655.7826356,8.942165899,4.672147194,2.473031663,72.60255586,10.11132579,6.286160523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.33183534,19.0319451,0.0,6.041840829,4.794537184,6.286160523,0.0,5.316788604,0.0,12.46266245,7.047671983,35.89528683,0,0.0,5.316788604,0.0,0.0,0.0,19.37567333,11.21535881,0.0,5.563451492,30.33183534,0.0,0.0,0,29.1,0.0,4.794537184,0,6.041840829,0.0,12.70698215,5.563451492,7.047671983,30.33183534,5.316788604,0.0,0.0,0.0,10.47794737,2.932148526,1.184212963,0.0,9.909811508,1.702222222,0.0,1.793657407,0.3,12,1,2,0,0,0,1,0,1,2,1,2,4,0,0,0,1,1.016,49.0577,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Me_dY,CN[C@H](Cc1ccc(O)cc1)C(=O)O,CN([*])[C@H](Cc1ccc(O)cc1)C([*])=O |$;;_R1;;;;;;;;;;;_R2;$|,Backbone,10.72675139,-0.097645503,10.72675139,0.097645503,0.726900488,193.246,178.126,193.1102787,76,0,0.136936033,-0.507966645,0.507966645,0.136936033,1.357142857,1.928571429,2.357142857,16.25466242,10.06466523,2.095866248,-2.175839453,2.113433705,-2.307611122,5.579072909,-0.111111372,2.67081811,292.6607706,10.55204176,8.473883878,8.473883878,6.630228955,4.528437358,4.528437358,3.537613109,3.537613109,2.201554664,2.201554664,1.225925545,1.225925545,-1.35,1314.612913,10.72905138,4.766467819,2.851323951,83.97170321,9.901064579,12.03567236,0.0,0.0,0.0,0.0,4.899909731,0.0,0.0,0.0,12.13273414,38.21235122,0.0,6.041840829,9.901064579,6.286160523,0.0,4.899909731,0.0,12.46266245,14.09534397,29.82891977,0,5.749511833,0.0,0.0,5.749511833,0.0,36.42978244,11.21535881,0.0,5.563451492,24.26546827,0.0,0.0,0,40.54,0.0,4.794537184,0,11.79135266,6.420821623,11.84961201,0.0,12.13273414,31.12798783,0.0,5.106527395,0.0,0.0,12.60160966,9.077213404,1.04962963,0.251163076,6.823365457,1.614719388,0.0,3.748966049,0.363636364,14,1,3,0,0,0,1,0,1,3,1,3,4,0,0,0,1,1.0638,55.3498,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
iBu_Gly,CC(C)CNCC(=O)O,CC(C)CN([*])CC([*])=O |$;;;;;_R1;;;_R2;$|,Backbone,9.955100151,0.55375,9.955100151,0.55375,0.522545889,129.203,114.083,129.1153641,54,0,0.133465199,-0.301950614,0.301950614,0.133465199,1.555555556,2.111111111,2.444444444,16.12968246,10.19819784,1.978249012,-2.141993184,1.925593362,-2.243277176,5.512993086,-0.108201091,3.252180257,80.98533617,7.276020882,6.424375987,6.424375987,4.16390246,3.286568507,3.286568507,2.781724218,2.781724218,1.063031232,1.063031232,0.825123088,0.825123088,-0.37,66.8432931,8.63,4.503290913,5.501919994,56.85025948,4.794537184,6.286160523,0.0,0.0,0.0,0.0,4.899909731,0.0,0.0,0.0,13.8474744,12.96557803,6.544756406,6.544756406,4.794537184,6.286160523,0.0,4.899909731,5.917906046,13.8474744,20.13718479,0.0,0,0.0,0.0,0.0,0.0,0.0,31.32325505,4.794537184,5.917906046,13.8474744,0.0,0.0,0.0,0,20.31,0.0,4.794537184,0,0.0,12.46266245,12.83091693,0.0,0.0,11.94758171,13.8474744,0.0,0.0,0.0,11.96667423,0.0,0.0,0.648101852,0.0,0.932916667,5.832862812,1.952777778,0.857142857,9,0,2,0,0,0,0,0,0,2,0,2,4,0,0,0,0,0.7731,38.399,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bn(4-OH)_Gly,O=C(O)CNCc1ccc(O)cc1,Oc1ccc(CN([*])CC([*])=O)cc1 |$;;;;;;;_R1;;;_R2;;;$|,Backbone,10.17793451,0.265546685,10.17793451,0.265546685,0.701485426,179.219,166.115,179.0946287,70,0,0.133477731,-0.507966632,0.507966632,0.133477731,1.384615385,2.0,2.538461538,16.25466149,10.18211133,1.98012961,-2.120041645,2.100101019,-2.191323052,5.514038967,-0.108216538,2.533327862,268.7581642,9.681798276,7.60364039,7.60364039,6.219545353,4.122147072,4.122147072,3.029864246,3.029864246,1.775041003,1.775041003,1.104820766,1.104820766,-1.35,845.8676868,9.73583691,4.620925695,3.253517439,77.6067611,9.901064579,12.03567236,0.0,0.0,0.0,0.0,4.899909731,0.0,0.0,0.0,12.13273414,24.74385761,6.544756406,6.544756406,9.901064579,6.286160523,0.0,4.899909731,0.0,6.544756406,13.59242839,29.82891977,0,5.749511833,0.0,0.0,5.749511833,0.0,29.88502604,11.33929359,0.0,5.563451492,24.26546827,0.0,0.0,0,40.54,0.0,4.794537184,0,5.749511833,6.544756406,18.39436842,0.0,12.13273414,24.08031585,0.0,5.106527395,0.0,0.0,12.08009816,9.024383425,1.085324074,0.265546685,6.973649849,0.875408951,1.152675028,1.876247166,0.3,13,1,3,0,0,0,1,0,1,3,1,3,4,0,0,0,1,1.0229,50.5048,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2-pyridylmethyl_Gly,O=C(O)CNCc1ccccn1,[*]N(CC([*])=O)Cc1ccccn1 |$_R1;;;;_R2;;;;;;;;$|,Backbone,10.14341112,0.454934807,10.14341112,0.454934807,0.614431618,164.208,152.112,164.094963,64,0,0.133478857,-0.301950378,0.301950378,0.133478857,1.583333333,2.416666667,3.0,16.12968788,10.32026941,1.97672115,-2.107842993,1.962074405,-2.197934006,5.513335851,-0.108222624,2.463360364,235.5436681,8.811554788,7.10364039,7.10364039,5.825698503,3.847653891,3.847653891,2.684492028,2.684492028,1.544271756,1.544271756,0.959991457,0.959991457,-1.22,585.3846826,8.872764378,4.616004026,2.798693085,72.03217533,4.794537184,6.286160523,0.0,0.0,0.0,0.0,9.883888252,0.0,0.0,0.0,6.066367068,19.18040612,12.74159998,12.2386844,4.794537184,6.286160523,0.0,9.883888252,0.0,6.544756406,13.59242839,30.08987277,0,0.0,0.0,0.0,0.0,0.0,29.76247716,11.33929359,0.0,5.693927995,24.39594478,0.0,0.0,0,33.2,0.0,4.794537184,0,0.0,6.544756406,18.52484492,0.0,6.196843572,30.14668292,4.983978521,0.0,0.0,0.0,16.19881551,0.0,0.987824074,0.0,5.765485796,2.645856481,1.176740363,1.891944444,0.333333333,12,0,3,0,0,0,0,1,1,3,0,3,4,0,0,0,1,0.7123,46.635,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Mono32,O=C(O)CNCc1cccc(C(F)(F)F)c1,[*]N(CC([*])=O)Cc1cccc(C(F)(F)F)c1 |$_R1;;;;_R2;;;;;;;;;;;;$|,Backbone,12.38359481,-4.320197901,12.38359481,0.204608607,0.741134711,231.217,219.121,231.0870987,88,0,0.415920314,-0.301950387,0.415920314,0.301950387,1.375,2.0625,2.625,19.41317211,10.10941393,2.297698903,-2.140965882,2.291201306,-2.197262169,5.514132127,-0.137237535,2.786422271,362.4924621,12.18179828,8.790320213,8.790320213,7.430870218,4.715486984,4.715486984,3.561553883,3.561553883,2.093009699,2.093009699,1.349472954,1.349472954,-1.36,2704.505391,12.70830601,5.115512289,3.657114196,91.67407567,4.794537184,6.286160523,0.0,0.0,0.0,6.176298517,4.899909731,0.0,13.17124514,0.0,18.19910121,18.67749054,6.544756406,12.1082079,17.96578233,6.286160523,0.0,4.899909731,0.0,12.72105492,13.59242839,35.39237126,0,0.0,0.0,13.17124514,0.0,0.0,24.77849864,17.51559211,0.0,11.12690298,24.26546827,0.0,0.0,0,20.31,11.73975001,17.96578233,0,6.544756406,18.39436842,12.13273414,6.066367068,18.01394878,0.0,0.0,0.0,37.15078444,0.0,11.85137204,0.0,-0.121594388,0.0,5.105134795,-3.604315319,0.526691941,1.675259826,0.363636364,16,0,2,0,0,0,1,0,1,2,0,5,4,0,0,0,1,2.3361,53.842,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
